1467933112	train	0
2323395086	train	0
1467968979	train	0
1990283756	train	0
1988884918	train	0
1467984364	train	0
1964951623	train	0
1881133744	train	0
1753802024	train	0
1980497384	train	0
1755405128	test	0
1966205498	train	0
2206224118	train	0
1687790990	train	0
1963812485	train	0
1467844505	train	0
2258491381	test	0
1468039375	test	0
2212063772	train	0
1557163971	train	0
1975133437	train	0
1932575931	test	0
1467899025	train	0
2324113552	train	0
1468042132	train	0
1467985185	train	0
1980282216	train	0
2179698078	train	0
1467985259	train	0
2299794306	train	0
1695998263	train	0
2175909248	train	0
1467932979	train	0
1468036579	train	0
1467913111	train	0
1980105719	train	0
1556068472	train	0
2252521888	train	0
2063299796	train	0
1989549312	train	0
1468031439	train	0
2202091896	train	0
2200029856	train	0
1467876133	train	0
2206892331	train	0
1882993898	train	0
1759089904	train	0
2238285997	test	0
1932332597	train	0
1982348564	train	0
2070393327	train	0
2250870150	train	0
1680198701	train	0
2188709688	train	0
1981120647	train	0
2182725318	train	0
1467930017	train	0
2175776911	test	0
2188783186	train	0
2198021691	train	0
2204513867	train	0
2001056928	train	0
2204488979	train	0
1468014571	train	0
1467837888	test	0
1999578367	train	0
1976978005	test	0
1467894749	train	0
2016118429	train	0
1558591211	train	0
2057317515	train	0
1468006137	train	0
2204666389	train	0
1973089933	train	0
1982967985	train	0
1468056316	train	0
1980316231	train	0
1680347120	train	4
1835259469	train	4
1983068285	train	4
1559842363	train	4
1999078293	train	4
2053185460	train	4
1565998071	train	4
2190562741	train	4
1973399754	train	4
1965391855	train	4
1467987672	train	4
2000270889	train	4
1550736352	train	4
1967963720	train	4
1468005311	test	4
1467990416	train	4
1468021160	test	4
1979149789	train	4
2050078540	train	4
2046866302	train	4
1467918096	train	4
2008626683	train	4
1960821853	test	4
1467971939	train	4
1467917300	train	4
1548496948	train	4
2067126108	train	4
1968082909	train	4
2257073099	train	4
1467990301	train	4
1468006104	train	4
2192673181	train	4
2031911307	train	4
1751574773	train	4
2066535902	train	4
1759502287	train	4
1881097261	train	4
1824369536	test	4
2011034549	train	4
1967926543	test	4
1468037411	train	4
1467953838	train	4
2189616175	train	4
1467936123	test	4
1467841175	train	4
1967961954	train	4
1978262839	train	4
1685303578	train	4
1994187668	train	4
1964959305	train	4
1468039437	train	4
1967342614	train	4
1467990285	train	4
1994142180	train	4
1994102754	train	0
2267117862	train	0
1467973313	train	4
2050433216	train	4
2211068713	train	0
2266149167	train	0
2062485716	train	0
2266794704	train	0
1467824856	train	4
1468000812	train	0
1685666978	train	0
2195338217	train	0
2223904374	train	0
1467986559	train	0
2218208927	train	0
2238654745	train	0
2249107903	train	0
1978545952	train	0
2218188308	train	0
2008026571	train	0
2188796341	train	0
2233530283	train	0
1932652218	train	0
2187920291	train	0
2069563222	train	0
2060852332	train	0
2068028521	test	0
2003014069	train	0
2251419270	train	0
2253750161	test	0
2207540245	train	0
1467854706	train	0
2009988523	train	4
2296424580	train	0
2256282440	train	0
1564688640	train	0
1685337831	train	0
1467935628	train	4
1836028000	train	4
2204876460	train	0
1993817089	train	4
2055745238	train	4
2039738654	train	4
1977088625	train	0
1974642639	train	4
1468033194	test	0
2052051192	train	0
1978768368	train	0
1976962520	test	0
1967985329	train	4
1975392285	test	0
1468021282	train	0
1467971217	train	4
2045381352	train	4
2254977181	test	0
2069807761	train	4
1881614899	train	0
1467906151	train	0
2326395653	train	0
1548528100	train	4
1468034673	train	0
2240602094	train	0
2206742783	train	0
1467814180	train	0
1467873227	train	0
1828030638	train	4
1467971357	train	4
2258562048	train	0
1467862213	train	0
1979900633	train	0
1468052063	train	0
1751036928	train	4
1467989500	test	4
1822865989	train	4
1963173652	train	0
2058860624	test	0
1957158891	train	4
2266989055	train	0
2050828881	train	4
2206318875	train	0
1467986614	train	4
1468037016	train	4
1559513777	train	0
1995955627	train	4
1833721929	train	0
2177370539	test	4
1979514746	train	4
1977022578	train	0
2253406898	train	0
2232292528	train	0
2003692932	train	0
1467936920	train	4
2014223504	train	4
1467935121	train	0
2255524419	train	0
2231401627	train	0
1985624215	train	0
1977105075	train	0
1564332091	train	4
2196224069	train	0
2014849041	train	0
2322706077	train	0
1694532379	train	4
1467972258	test	4
1467929915	train	0
1972285421	train	0
1467901351	train	4
1835544596	train	0
2175347246	train	4
1881753278	train	0
1573717335	train	0
2220967351	train	0
1468022265	train	0
2247048768	train	0
2264791405	train	0
1824687073	train	0
2071912209	test	4
1977489431	train	0
1998104602	train	0
1975783415	test	0
1883408938	train	0
1997997283	train	0
1822827385	train	0
1834389223	train	0
2062325265	train	0
1467990530	train	0
2216605801	train	0
2070050937	train	0
1759088692	train	4
1978842347	train	4
2053704763	test	4
2177334527	train	4
2070347245	train	4
1978906868	train	4
1823319180	train	4
1932364070	train	4
2188469473	train	4
1467935037	test	4
1468021347	train	4
1880879216	train	4
2071912256	train	4
1957670561	train	4
2066791269	train	4
1468007617	train	4
1468021270	train	4
1976012690	train	4
1691089560	train	4
1978392943	train	4
2070088074	train	4
1559070007	train	4
1467987350	train	4
1994653836	train	4
1882358244	train	4
1824427928	train	4
1971825496	train	4
2063164137	train	4
2052940465	train	4
1752749091	train	4
1997963956	train	4
1831259934	train	4
2053234719	train	4
2055617579	train	4
1467951978	train	4
1960351165	train	4
2060277033	train	4
1467952934	train	4
2180623876	train	4
1467822283	train	4
1967963080	train	4
1791744579	train	4
1976960923	train	4
1976961279	train	4
2188615777	train	4
1986945698	train	4
1969959831	train	4
1998858304	train	4
1468036672	train	4
1467972403	train	4
1467952308	train	4
1686285768	train	4
2065608954	train	4
1985646530	train	4
2011928741	train	4
1467841943	train	4
1467972949	train	4
2032716210	train	4
2181521610	train	4
1834752708	train	0
1978826536	train	4
2176417861	train	0
2252134609	train	0
1467824911	train	4
1880801549	train	4
2197128859	train	0
1467953820	train	4
2248861114	test	0
2192019323	train	4
1467917606	train	4
1468000014	train	0
1467843568	train	0
1467843590	train	4
2232391007	train	0
2051019953	train	0
1467943375	train	0
1573415270	train	0
1467872181	train	0
2064920886	train	0
1977024016	train	0
2016132198	train	0
1932449874	train	0
1695769298	train	0
1982122434	train	0
